"HOMELESS VETERANS CREDIT REPAIR, ENHANCEMENT, AND DEBT IMPROVEMENT FOR TOMORROW ACT; Congressional Record Vol. 167, No. 104",https://www.congress.gov/congressional-record/volume-167/issue-104/house-section/article/H2775-1,06/15/2021,,167,104,H2775
"National Homeless Children and Youth Awareness Month (Executive Calendar); Congressional Record Vol. 165, No. 181",https://www.congress.gov/congressional-record/volume-165/issue-181/senate-section/article/S6536-2,11/13/2019,,165,181,S6536
"CLOTHE A HOMELESS HERO ACT; Congressional Record Vol. 158, No. 159",https://www.congress.gov/congressional-record/volume-158/issue-159/senate-section/article/S7752-2,12/11/2012,,158,159,S7752
"IN HONOR OF SOUTH BAY STAND DOWN FOR HOMELESS VETERANS; Congressional Record Vol. 153, No. 132",https://www.congress.gov/congressional-record/volume-153/issue-132/extensions-of-remarks-section/article/E1835-2,09/07/2007,,153,132,E1835
"RECOGNIZING THE 20TH ANNIVERSARY OF THE McKINNEY-VENTO HOMELESS ASSISTANCE ACT; Congressional Record Vol. 153, No. 122",https://www.congress.gov/congressional-record/volume-153/issue-122/extensions-of-remarks-section/article/E1637-2,07/27/2007,,153,122,E1637
"INTRODUCTION OF THE RUNAWAY, HOMELESS, AND MISSING CHILDREN PROTECTION ACT; Congressional Record Vol. 149, No. 64",https://www.congress.gov/congressional-record/volume-149/issue-64/extensions-of-remarks-section/article/E849-4,05/01/2003,,149,64,E849
"DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT'S STRATEGY TO END HOMELESSNESS; Congressional Record Vol. 162, No. 43",https://www.congress.gov/congressional-record/volume-162/issue-43/house-section/article/H1451-3,03/17/2016,,162,43,H1451
"INTRODUCTION OF HEATHER FRENCH HOMELESS VETERANS ASSISTANCE ACT OF 2000, H.R. 5311; Congressional Record Vol. 146, No. 117",https://www.congress.gov/congressional-record/volume-146/issue-117/extensions-of-remarks-section/article/E1611-1,09/27/2000,,146,117,E1611
"THE VOTING RIGHTS OF HOMELESS CITIZENS ACT OF 1995; Congressional Record Vol. 141, No. 2",https://www.congress.gov/congressional-record/volume-141/issue-2/extensions-of-remarks-section/article/E45-2,01/05/1995,,141,2,E45
"SUPPORTING NATIONAL HOMELESS PERSONS' MEMORIAL DAY; Congressional Record Vol. 156, No. 156",https://www.congress.gov/congressional-record/volume-156/issue-156/house-section/article/H7899-6,12/02/2010,,156,156,H7899
"RECOGNIZING THE 20TH ANNIVERSARY OF THE McKINNEY-VENTO HOMELESS ASSISTANCE ACT; Congressional Record Vol. 153, No. 120",https://www.congress.gov/congressional-record/volume-153/issue-120/extensions-of-remarks-section/article/E1616-3,07/25/2007,,153,120,E1616
"RECOGNIZING COLLIN COUNTY ORGANIZATIONS WORKING TO END HUNGER AND HOMELESSNESS; Congressional Record Vol. 165, No. 186",https://www.congress.gov/congressional-record/volume-165/issue-186/extensions-of-remarks-section/article/E1475-4,11/20/2019,,165,186,E1475
"COMMEMORATING THE 20TH ANNIVERSARY OF McKINNEY-VENTO HOMELESS ASSISTANCE ACT; Congressional Record Vol. 153, No. 117",https://www.congress.gov/congressional-record/volume-153/issue-117/extensions-of-remarks-section/article/E1575-3,07/20/2007,,153,117,E1575
"RECOGNIZING MR. JACK SCAROLA ON HIS DEDICATION TO HELPING END HOMELESSNESS; Congressional Record Vol. 158, No. 16",https://www.congress.gov/congressional-record/volume-158/issue-16/extensions-of-remarks-section/article/E105-4,02/01/2012,,158,16,E105
"COMMUNITY, MIGRANT AND HOMELESS HEALTH CENTERS; Congressional Record Vol. 147, No. 43",https://www.congress.gov/congressional-record/volume-147/issue-43/house-section/article/H1273-2,03/28/2001,,147,43,H1273
"COMMEMORATING THE 30TH ANNIVERSARY OF THE OPPORTUNITY CENTER FOR THE HOMELESS; Congressional Record Vol. 170, No. 69",https://www.congress.gov/congressional-record/volume-170/issue-69/extensions-of-remarks-section/article/E374-2,04/19/2024,,170,69,E374
"``SHOE BOB'' AND INTERFAITH OUTREACH TEAM UP TO HELP HOMELESS IN MINNESOTA; Congressional Record Vol. 148, No. 48",https://www.congress.gov/congressional-record/volume-148/issue-48/house-section/article/H1668-1,04/25/2002,,148,48,H1668
"NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH; Congressional Record Vol. 167, No. 199",https://www.congress.gov/congressional-record/volume-167/issue-199/senate-section/article/S8317-1,11/16/2021,,167,199,S8317
"NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH; Congressional Record Vol. 170, No. 178",https://www.congress.gov/congressional-record/volume-170/issue-178/senate-section/article/S6789-2,12/03/2024,,170,178,S6789
"NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH; Congressional Record Vol. 169, No. 196",https://www.congress.gov/congressional-record/volume-169/issue-196/senate-section/article/S5677-3,11/29/2023,,169,196,S5677
"NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH; Congressional Record Vol. 168, No. 184",https://www.congress.gov/congressional-record/volume-168/issue-184/senate-section/article/S6911-2,11/30/2022,,168,184,S6911
"ENHANCING SERVICES FOR RUNAWAY AND HOMELESS VICTIMS OF YOUTH TRAFFICKING ACT OF 2014; Congressional Record Vol. 160, No. 116",https://www.congress.gov/congressional-record/volume-160/issue-116/house-section/article/H6703-1,07/23/2014,,160,116,H6703
"ENHANCING SERVICES FOR RUNAWAY AND HOMELESS VICTIMS OF YOUTH TRAFFICKING ACT OF 2015; Congressional Record Vol. 161, No. 12",https://www.congress.gov/congressional-record/volume-161/issue-12/house-section/article/H548-1,01/26/2015,,161,12,H548
"HONORING THE WORK OF ADOBE SERVICES DURING NATIONAL HUNGER AND HOMELESSNESS AWARENESS WEEK; Congressional Record Vol. 160, No. 143",https://www.congress.gov/congressional-record/volume-160/issue-143/extensions-of-remarks-section/article/E1658-3,11/20/2014,,160,143,E1658
"REVISING CERTAIN GRANTS FOR CONTINUUM OF CARE ASSISTANCE FOR HOMELESS INDIVIDUALS AND FAMILIES; Congressional Record Vol. 148, No. 12",https://www.congress.gov/congressional-record/volume-148/issue-12/house-section/article/H253-1,02/12/2002,,148,12,H253
"SENATE RESOLUTION 423--RECOGNIZING NOVEMBER 2019 AS ``NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH''; Congressional Record Vol. 165, No. 182",https://www.congress.gov/congressional-record/volume-165/issue-182/senate-section/article/S6611-2,11/14/2019,,165,182,S6611
"SENATE RESOLUTION 853--RECOGNIZING NOVEMBER 2022, AS ``NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH''; Congressional Record Vol. 168, No. 184",https://www.congress.gov/congressional-record/volume-168/issue-184/senate-section/article/S6910-2,11/30/2022,,168,184,S6910
"SENATE RESOLUTION 452--RECOGNIZING NOVEMBER 2021 AS ``NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH''; Congressional Record Vol. 167, No. 199",https://www.congress.gov/congressional-record/volume-167/issue-199/senate-section/article/S8243-2,11/16/2021,,167,199,S8243
"SENATE RESOLUTION 920--DESIGNATING NOVEMBER 2024 AS ""NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH""; Congressional Record Vol. 170, No. 178",https://www.congress.gov/congressional-record/volume-170/issue-178/senate-section/article/S6782-2,12/03/2024,,170,178,S6782
"INTRODUCTION OF LEGISLATION TO RENAME THE McKINNEY ACT, THE McKINNEY- VENTO HOMELESS ASSISTANCE ACT; Congressional Record Vol. 146, No. 124",https://www.congress.gov/congressional-record/volume-146/issue-124/extensions-of-remarks-section/article/E1712-1,10/06/2000,,146,124,E1712
"ANNOUNCEMENTS OF HOMELESS VETERANS OUTREACH CAMPAIGN KICK-OFF BY THE DEPARTMENT OF VETERANS AFFAIRS; Congressional Record Vol. 157, No. 153",https://www.congress.gov/congressional-record/volume-157/issue-153/extensions-of-remarks-section/article/E1860-4,10/13/2011,,157,153,E1860
"HONORING THE LIFE OF CAROL WALTER, EXECUTIVE DIRECTOR OF CONNECTICUT COALITION TO END HOMELESSNESS; Congressional Record Vol. 159, No. 2",https://www.congress.gov/congressional-record/volume-159/issue-2/extensions-of-remarks-section/article/E16-5,01/04/2013,,159,2,E16
"SENATE RESOLUTION 226--RECOGNIZING THE MONTH OF NOVEMBER AS ``NATIONAL HOMELESS YOUTH AWARENESS MONTH''; Congressional Record Vol. 153, No. 91",https://www.congress.gov/congressional-record/volume-153/issue-91/senate-section/article/S7388-1,06/07/2007,,153,91,S7388
"RUNAWAY, HOMELESS, AND MISSING CHILDREN PROTECTION ACT; Congressional Record Vol. 149, No. 75",https://www.congress.gov/congressional-record/volume-149/issue-75/house-section/article/H4286-3,05/20/2003,,149,75,H4286
"CONTINUUM OF CARE ASSISTANCE FOR HOMELESS INDIVIDUAL AND FAMILIES; Congressional Record Vol. 148, No. 16",https://www.congress.gov/congressional-record/volume-148/issue-16/senate-section/article/S986-1,02/25/2002,,148,16,S986
"IN HONOR AND RECOGNITION OF BRIAN DAVIS, EXECUTIVE DIRECTOR NORTHEAST OHIO COALITION FOR THE HOMELESS; Congressional Record Vol. 151, No. 64",https://www.congress.gov/congressional-record/volume-151/issue-64/extensions-of-remarks-section/article/E984-2,05/16/2005,,151,64,E984
"SENATE RESOLUTION 693--RECOGNIZING THE MONTH OF NOVEMBER 2008 AS ""NATIONAL HOMELESS YOUTH AWARENESS MONTH""; Congressional Record Vol. 154, No. 155",https://www.congress.gov/congressional-record/volume-154/issue-155/senate-section/article/S10010-3,09/27/2008,,154,155,S10010
"HOMELESS VETERANS' REINTEGRATION PROGRAMS REAUTHORIZATION ACT OF 2018; Congressional Record Vol. 164, No. 83",https://www.congress.gov/congressional-record/volume-164/issue-83/house-section/article/H4268-1,05/21/2018,,164,83,H4268
"CLOTHE A HOMELESS HERO ACT; Congressional Record Vol. 158, No. 172",https://www.congress.gov/congressional-record/volume-158/issue-172/house-section/article/H7559-3,01/01/2013,,158,172,H7559
"INTRODUCING A HOUSE CONCURRENT RESOLUTION SUPPORTING THE GOALS AND IDEALS OF NATIONAL HOMELESS PERSONS' MEMORIAL DAY; Congressional Record Vol. 156, No. 133",https://www.congress.gov/congressional-record/volume-156/issue-133/extensions-of-remarks-section/article/E1800-1,09/29/2010,,156,133,E1800
"PRESIDENT VISITS YOUNG RESIDENTS OF HOMELESS SHELTER IN MOSCOW; Congressional Record Vol. 142, No. 92",https://www.congress.gov/congressional-record/volume-142/issue-92/extensions-of-remarks-section/article/E1119-1,06/20/1996,,142,92,E1119
"SUPPLEMENTAL REPORT ON H.R. 217, HOMELESS HOUSING PROGRAMS CONSOLIDATION AND FLEXIBILITY ACT; Congressional Record Vol. 144, No. 19",https://www.congress.gov/congressional-record/volume-144/issue-19/house-section/article/H703-4,03/03/1998,,144,19,H703
"RECOGNIZING LANCE CORPORAL BRANDON RUMBAUGH FOR RAISING AWARENESS FOR OUR NATION'S HOMELESS VETERANS; Congressional Record Vol. 161, No. 164",https://www.congress.gov/congressional-record/volume-161/issue-164/extensions-of-remarks-section/article/E1588-1,11/04/2015,,161,164,E1588
"SUPPORT OF THE INTERFAITH ASSEMBLY ON HOMELESSNESS AND HOUSING ON OCCASION OF ITS 10TH ANNIVERSARY; Congressional Record Vol. 143, No. 132",https://www.congress.gov/congressional-record/volume-143/issue-132/extensions-of-remarks-section/article/E1884-1,09/29/1997,,143,132,E1884
"TRIBUTE TO MR. JOHN DONOVAN, EXECUTIVE DIRECTOR CHICAGO COALITION FOR THE HOMELESS; Congressional Record Vol. 149, No. 170",https://www.congress.gov/congressional-record/volume-149/issue-170/extensions-of-remarks-section/article/E2366-3,11/21/2003,,149,170,E2366
"HONORING LONG ISLAND COALITION FOR THE HOMELESS FOR THEIR EXTRAORDINARY WORK IN THE COMMUNITY; Congressional Record Vol. 156, No. 60",https://www.congress.gov/congressional-record/volume-156/issue-60/extensions-of-remarks-section/article/E679-5,04/27/2010,,156,60,E679
"ST. CLARE'S HOME: SERVING HOMELESS WOMEN AND CHILDREN IN NORTH SAN DIEGO COUNTY; Congressional Record Vol. 143, No. 12",https://www.congress.gov/congressional-record/volume-143/issue-12/extensions-of-remarks-section/article/E152-1,02/04/1997,,143,12,E152
"RECOGNIZING THE CONTRIBUTIONS OF DR. JAMES WITHERS IN ADDRESSING THE HEALTH CARE NEEDS OF PITTSBURGH'S HOMELESS POPULATION; Congressional Record Vol. 148, No. 123",https://www.congress.gov/congressional-record/volume-148/issue-123/extensions-of-remarks-section/article/E1644-1,09/25/2002,,148,123,E1644
"BASE CLOSURE COMMUNITY REDEVELOPMENT AND HOMELESS ASSISTANCE ACT; Congressional Record Vol. 141, No. 130",https://www.congress.gov/congressional-record/volume-141/issue-130/senate-section/article/S11602-3,08/05/1995,,141,130,S11602
"SOUTH FLORIDA FOOD RECOVERY; FEEDING THE POOR, NEEDY AND HOMELESS; Congressional Record Vol. 146, No. 5",https://www.congress.gov/congressional-record/volume-146/issue-5/extensions-of-remarks-section/article/E34-3,01/31/2000,,146,5,E34
"RECOGNIZING THE WORK OF MAYOR LARRY MORRISSEY AND THE COMMUNITY OF ROCKFORD TOWARD ENDING VETERAN HOMELESSNESS; Congressional Record Vol. 162, No. 162",https://www.congress.gov/congressional-record/volume-162/issue-162/extensions-of-remarks-section/article/E1453-1,11/14/2016,,162,162,E1453
"IN HONOR OF FAMILIES IN TRANSITIONS ``I AM ONE: NEW HAMPSHIRE DAY TO END CHILDHOOD HOMELESSNESS''; Congressional Record Vol. 160, No. 135",https://www.congress.gov/congressional-record/volume-160/issue-135/extensions-of-remarks-section/article/E1505-2,09/19/2014,,160,135,E1505
"ON RECEIVING THE NORTHEAST OHIO COALITION FOR THE HOMELESS LIFETIME COMMITMENT TO SOCIAL JUSTICE AWARD; Congressional Record Vol. 151, No. 64",https://www.congress.gov/congressional-record/volume-151/issue-64/extensions-of-remarks-section/article/E986-2,05/16/2005,,151,64,E986
"END VETERAN HOMELESSNESS ACT OF 2010; Congressional Record Vol. 156, No. 44",https://www.congress.gov/congressional-record/volume-156/issue-44/house-section/article/H2189-1,03/22/2010,,156,44,H2189
"HONORING IRENE SAUCEDA FOR HER TIRELESS EFFORTS ADVOCATING FOR HOMELESS CHILDREN IN AMERICA; Congressional Record Vol. 158, No. 129",https://www.congress.gov/congressional-record/volume-158/issue-129/extensions-of-remarks-section/article/E1610-3,09/21/2012,,158,129,E1610
"ENHANCING SERVICES FOR RUNAWAY AND HOMELESS VICTIMS OF YOUTH TRAFFICKING ACT OF 2015; Congressional Record Vol. 161, No. 13",https://www.congress.gov/congressional-record/volume-161/issue-13/extensions-of-remarks-section/article/E121-3,01/27/2015,,161,13,E121
"HOMELESS HOUSING PROGRAMS CONSOLIDATION AND FLEXIBILITY ACT; Congressional Record Vol. 144, No. 19",https://www.congress.gov/congressional-record/volume-144/issue-19/house-section/article/H730-4,03/03/1998,,144,19,H730
"STUART COLLICK-HEATHER FRENCH HENRY HOMELESS VETERANS ASSISTANCE ACT; Congressional Record Vol. 147, No. 139",https://www.congress.gov/congressional-record/volume-147/issue-139/house-section/article/H6874-2,10/16/2001,,147,139,H6874
"TO AMEND THE INTERNAL REVENUE CODE TO QUALIFY HOMELESS YOUTH WHO ARE STUDENTS FOR PURPOSES OF THE LOW INCOME HOUSING TAX CREDIT; Congressional Record Vol. 157, No. 146",https://www.congress.gov/congressional-record/volume-157/issue-146/extensions-of-remarks-section/article/E1745-2,10/03/2011,,157,146,E1745
"TO AMEND THE INTERNAL REVENUE CODE TO QUALIFY HOMELESS YOUTH AND VETERANS FOR THE PURPOSES OF THE LOW INCOME HOUSING TAX CREDIT; Congressional Record Vol. 159, No. 124",https://www.congress.gov/congressional-record/volume-159/issue-124/extensions-of-remarks-section/article/E1349-1,09/19/2013,,159,124,E1349
"HOMELESS EMERGENCY ASSISTANCE AND RAPID TRANSITION TO HOUSING ACT OF 2008; Congressional Record Vol. 154, No. 160",https://www.congress.gov/congressional-record/volume-154/issue-160/house-section/article/H10672-2,10/02/2008,,154,160,H10672
"REVISING CERTAIN GRANTS FOR CONTINUUM OF CARE ASSISTANCE FOR HOMELESS INDIVIDUALS AND FAMILIES; Congressional Record Vol. 148, No. 12",https://www.congress.gov/congressional-record/volume-148/issue-12/house-section/article/H265-2,02/12/2002,,148,12,H265
"A TRIBUTE TO SISTER JULIA MARY FARLEY, C.S.J. ON THE OCCASION OF THE 25TH ANNIVERSARY OF HER WORK AS FOUNDING DIRECTOR OF GOOD SHEPHERD CENTER FOR HOMELESS WOMEN & CHILDREN IN LOS ANGELES; Congressional Record Vol. 155, No. 70",https://www.congress.gov/congressional-record/volume-155/issue-70/extensions-of-remarks-section/article/E1095-3,05/07/2009,,155,70,E1095
"RECOGNIZING PLACE OF HOPE AND ITS FOUNDER AND CEO, CHARLES BENDER FOR 20 YEARS OF SUPPORTING SURVIVORS OF ABUSE, NEGLECT, HOMELESSNESS, AND HUMAN TRAFFICKING; Congressional Record Vol. 167, No. 57",https://www.congress.gov/congressional-record/volume-167/issue-57/extensions-of-remarks-section/article/E299-5,03/26/2021,,167,57,E299
"Introductory Statement on S. 808; Congressional Record Vol. 155, No. 56",https://www.congress.gov/congressional-record/volume-155/issue-56/senate-section/article/S4357-1,04/02/2009,,155,56,S4357
"Text of Senate Amendment 1040; Congressional Record Vol. 155, No. 66",https://www.congress.gov/congressional-record/volume-155/issue-66/senate-section/article/S5030-3,05/01/2009,,155,66,S5030
"Introductory Statement on S. 571; Congressional Record Vol. 157, No. 38",https://www.congress.gov/congressional-record/volume-157/issue-38/senate-section/article/S1606-1,03/14/2011,,157,38,S1606
"Introductory Statement on S. 913; Congressional Record Vol. 145, No. 60",https://www.congress.gov/congressional-record/volume-145/issue-60/senate-section/article/S4442-1,04/29/1999,,145,60,S4442
"Introductory Statement on S. 825; Congressional Record Vol. 159, No. 58",https://www.congress.gov/congressional-record/volume-159/issue-58/senate-section/article/S3036-1,04/25/2013,,159,58,S3036
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 177",https://www.congress.gov/congressional-record/volume-165/issue-177/senate-section/article/S6450-1,11/06/2019,,165,177,S6450
